ISO_YSAMP_N,WATER,SITE_N,DATE_COL,TIME_COL,DAY_N,MONTH,YEAR,DSAMP_N,TEMP_SAMP,DEPTH_SAMP,CREW,COMMENT
SIC.LOP.2021.005,LOP,MWT.LOP.3A,8/20/2021,0.4125,232.00,8,2021,2,,,"MEA, DW",
SIC.LOP.2021.006,LOP,MWT.LOP.3A,8/20/2021,0.413194444,232.00,8,2021,3,,,"MEA, DW",
SIC.LOP.2021.007,LOP,MWT.LOP.3B,8/20/2021,0.421527778,232.00,8,2021,4,,,"MEA, DW",
SIC.LOP.2021.008,LOP,MWT.LOP.3C,8/20/2021,0.471527778,232.00,8,2021,5,,,"MEA, DW",
SIC.LOP.2021.009,LOP,MWT.LOP.2B,8/20/2021,0.478472222,232.00,8,2021,6,,,"MEA, DW",
SIC.LOP.2021.010,LOP,MWT.LOP.2B,8/20/2021,0.478472222,232.00,8,2021,7,,,"MEA, DW",
SIC.LOP.2021.011,LOP,MWT.LOP.2A,8/20/2021,0.498611111,232.00,8,2021,8,,,"MEA, DW",
SIC.LOP.2021.012,LOP,MWT.LOP.2A,8/20/2021,0.498611111,232.00,8,2021,9,,,"MEA, DW",
SIC.LOP.2021.013,LOP,MWT.LOP.1C,8/20/2021,0.502777778,232.00,8,2021,10,,,"MEA, DW",
SIC.LOP.2021.014,LOP,MWT.LOP.1A,8/20/2021,0.520833333,232.00,8,2021,11,,,"MEA, DW",
SIC.LOP.2021.015,LOP,MWT.LOP.1B,8/20/2021,0.527777778,232.00,8,2021,12,,,"MEA, DW",
SIC.LOP.2021.016,LOP,MWT.LOP.1B,8/21/2021,0.395833333,233.00,8,2021,1,,,"MEA, DW",
SIC.LOP.2021.017,LOP,MWT.LOP.1B,8/21/2021,0.40625,233.00,8,2021,2,,,"MEA, DW",
SIC.LOP.2021.018,LOP,MWT.LOP.1B,8/21/2021,0.416666667,233.00,8,2021,3,,,"MEA, DW",
SIC.LOP.2021.019,LOP,MWT.LOP.1A,8/21/2021,0.441666667,233.00,8,2021,4,,,"MEA, DW",
SIC.LOP.2021.020,LOP,MWT.LOP.3B,8/21/2021,0.634722222,233.00,8,2021,5,,,"MEA, DW",
SIC.LOP.2021.021,LOP,MWT.LOP.3B,8/21/2021,0.634722222,233.00,8,2021,6,,,"MEA, DW",
SIC.LOP.2021.022,LOP,MWT.LOP.3A,8/21/2021,0.642361111,233.00,8,2021,7,,,"MEA, DW",
SIC.LOP.2021.023,LOP,MWT.LOP.3C,8/21/2021,0.66875,233.00,8,2021,8,,,"MEA, DW",
SIC.LOP.2021.024,LOP,MWT.LOP.2A,8/21/2021,0.669444444,233.00,8,2021,9,,,"MEA, DW",
SIC.LOP.2021.025,LOP,MWT.LOP.2A,8/21/2021,0.669444444,233.00,8,2021,10,,,"MEA, DW",
SIC.LOP.2021.026,LOP,MWT.LOP.2B,8/21/2021,0.690277778,233.00,8,2021,11,,,"MEA, DW",
SIC.LOP.2021.027,LOP,MWT.LOP.2A,8/21/2021,0.694444444,233.00,8,2021,12,,,"MEA, DW",
SIC.LOP.2021.028,LOP,MWT.LOP.2C,8/21/2021,0.697916667,233.00,8,2021,13,,,"MEA, DW",
SIC.LOP.2021.029,LOP,MWT.LOP.2C,8/21/2021,0.697916667,233.00,8,2021,14,,,"MEA, DW",
SIC.LOP.2021.030,LOP,MWT.LOP.1A,8/21/2021,0.697916667,233.00,8,2021,16,,,"MEA, DW",
SIC.LOP.2021.031,LOP,MWT.LOP.2B,8/21/2021,0.70625,233.00,8,2021,15,,,"MEA, DW",
SIC.LOP.2021.032,LOP,MWT.LOP.1A,8/21/2021,,233.00,8,2021,17,,,"MEA, DW",
SIC.LOP.2021.033,LOP,MWT.LOP.1B,8/22/2021,0.395833333,234.00,8,2021,1,,,"MEA, DW",
SIC.LOP.2021.034,LOP,MWT.LOP.2A,8/22/2021,0.400694444,234.00,8,2021,2,,,"MEA, DW",
SIC.LOP.2021.035,LOP,MWT.LOP.1C,8/22/2021,0.403472222,234.00,8,2021,3,,,"MEA, DW",
SIC.LOP.2021.036,LOP,MWT.LOP.2B,8/22/2021,0.405555556,234.00,8,2021,4,,,"MEA, DW",
SIC.LOP.2021.037,LOP,MWT.LOP.2C,8/22/2021,0.408333333,234.00,8,2021,5,,,"MEA, DW",
SIC.LOP.2021.038,LOP,MWT.LOP.1C,8/22/2021,0.425,234.00,8,2021,6,,,"MEA, DW",
SIC.LOP.2021.039,LOP,MWT.LOP.3C,8/22/2021,0.429861111,234.00,8,2021,7,,,"MEA, DW",
SIC.LOP.2021.040,LOP,MWT.LOP.1C,8/22/2021,0.468055556,234.00,8,2021,8,,,"MEA, DW",
SIC.LOP.2021.041,LOP,MWT.LOP.1B,8/22/2021,0.475694444,234.00,8,2021,9,,,"MEA, DW",
SIC.LOP.2021.042,LOP,MWT.LOP.1C,8/22/2021,0.496527778,234.00,8,2021,10,,,"MEA, DW",
SIC.LOP.2021.043,LOP,MWT.LOP.1B,8/22/2021,0.496527778,234.00,8,2021,11,,,"MEA, DW",
SIC.LSP.2009.001,LSP,,6/8/2009,0.4375,159.00,6,2009,1,18.2,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.LSP.2009.002,LSP,,7/1/2009,0.4375,182.00,7,2009,1,21.6,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.LSP.2009.003,LSP,,8/5/2009,0.46875,217.00,8,2009,1,22.9,,"KJJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.LSP.2009.004,LSP,,9/2/2009,0.458333333,245.00,9,2009,1,20.8,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.LSP.2021.001,LSP,,7/26/2021,0.382638889,207.00,7,2021,1,,0,,
SIC.LSP.2021.002,LSP,,10/26/2021,,299.00,10,2021,,,,,
SIC.LSP.2021.003,LSP,,10/26/2021,,299.00,10,2021,,,,,
SIC.LSP.2021.004,LSP,,10/26/2021,,299.00,10,2021,,,,,
SIC.LSP.2021.005,LSP,,10/26/2021,,299.00,10,2021,,,,,
SIC.LSP.2021.006,LSP,,10/26/2021,,299.00,10,2021,,,,,
SIC.LSP.2021.007,LSP,,10/26/2021,,299.00,10,2021,,,,,
SIC.LSP.2021.008,LSP,,11/10/2021,,314.00,11,2021,1,,0,,
SIC.LSP.2022.001,LSP,GLN.LSP.014,6/23/2022,0.555555556,174.00,6,2022,1,,,"MEA, MPM",
SIC.LSP.2022.002,LSP,,9/29/2022,,272.00,9,2022,1,,3,SFJ,
SIC.MNP.2004.001,MNP,,8/18/2004,,231.00,8,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.MNP.2021.001,MNP,,7/27/2021,0.375,208.00,7,2021,1,,0,,
SIC.MNP.2021.002,MNP,,10/6/2021,,279.00,10,2021,,,,,
SIC.MNP.2021.003,MNP,,10/13/2021,,286.00,10,2021,,,,,
SIC.MNP.2021.004,MNP,,10/13/2021,,286.00,10,2021,,,,,
SIC.MNP.2021.005,MNP,,10/13/2021,,286.00,10,2021,,,,,
SIC.MNP.2021.006,MNP,,11/9/2021,,313.00,11,2021,1,,0,,BROKEN VIAL
SIC.MNP.2022.001,MNP,,9/26/2022,,269.00,9,2022,1,,4,NA,
SIC.PEP.2004.001,PEP,,8/17/2004,,230.00,8,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PEP.2021.001,PEP,,8/14/2021,0.658333333,226.00,8,2021,1,,0,,
SIC.PEP.2021.002,PEP,,10/20/2021,,293.00,10,2021,,,,,
SIC.PEP.2021.003,PEP,,10/20/2021,,293.00,10,2021,,,,,
SIC.PEP.2021.004,PEP,,10/20/2021,,293.00,10,2021,,,,,
SIC.PEP.2021.005,PEP,,10/20/2021,,293.00,10,2021,,,,,
SIC.PEP.2021.006,PEP,,10/20/2021,,293.00,10,2021,,,,,
SIC.PEP.2022.001,PEP,,9/27/2022,,270.00,9,2022,1,,4,SFJ,
SIC.POL.2021.001,POL,,8/14/2021,0.547222222,226.00,8,2021,1,,0,,
SIC.POL.2021.002,POL,,11/3/2021,,307.00,11,2021,,,,,
SIC.POL.2021.003,POL,,11/3/2021,,307.00,11,2021,,,,,
SIC.POL.2022.001,POL,,11/9/2022,,313.00,11,2022,1,,0,ETD,
SIC.PRL.2003.001,PRL,,7/31/2003,,212.00,7,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2003.002,PRL,,8/14/2003,,226.00,8,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2004.001,PRL,,8/29/2004,,242.00,8,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2009.001,PRL,,6/8/2009,0.375,159.00,6,2009,1,16.7,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2009.002,PRL,,7/1/2009,0.375,182.00,7,2009,1,21,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2009.003,PRL,,8/5/2009,0.385416667,217.00,8,2009,1,22.3,,"KJJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2009.004,PRL,,9/2/2009,0.375,245.00,9,2009,1,19.9,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.PRL.2020.001,PRL,12,8/19/2020,0.333333333,232.00,8,2020,1,,,"MEA, NSL",
SIC.PRL.2020.002,PRL,12,8/19/2020,0.333333333,232.00,8,2020,2,,,"MEA, NSL",
SIC.PRL.2020.003,PRL,12,8/19/2020,0.333333333,232.00,8,2020,3,,,"MEA, NSL",
SIC.PRL.2020.004,PRL,WCS.PRL.001,8/20/2020,,232.00,8,2020,1,,,"MEA, NSL",
SIC.PRL.2020.005,PRL,12,8/25/2020,0.333333333,238.00,8,2020,1,,,"MEA, NSL",
SIC.PRL.2020.006,PRL,12,8/25/2020,0.333333333,238.00,8,2020,2,,,"MEA, NSL",
SIC.PRL.2020.007,PRL,11,8/25/2020,0.333333333,238.00,8,2020,3,,,"MEA, NSL",
SIC.PRL.2020.008,PRL,12,8/25/2020,0.333333333,238.00,8,2020,4,,,"MEA, NSL",
SIC.PRL.2020.009,PRL,12,8/26/2020,0.333333333,239.00,8,2020,4,,,"MEA, NSL",
SIC.PRL.2020.010,PRL,12,8/27/2020,0.333333333,240.00,8,2020,3,,,"MEA, NSL",
SIC.PRL.2020.011,PRL,12,8/27/2020,0.333333333,240.00,8,2020,4,,,"MEA, NSL",
SIC.PRL.2020.012,PRL,7,8/27/2020,0.354166667,240.00,8,2020,5,,,"MEA, NSL",
SIC.PRL.2020.013,PRL,7,8/27/2020,0.381944444,240.00,8,2020,6,,,"MEA, NSL",
SIC.PRL.2020.014,PRL,7,8/27/2020,0.701388889,240.00,8,2020,1,,,"MEA, NSL",
SIC.PRL.2020.015,PRL,7,8/27/2020,0.729166667,240.00,8,2020,2,,,"MEA, NSL",
SIC.PRL.2020.016,PRL,7,8/27/2020,0.756944444,240.00,8,2020,3,,,"MEA, NSL",
SIC.PRL.2020.017,PRL,12,8/28/2020,0.333333333,241.00,8,2020,4,,,"MEA, NSL",
SIC.PRL.2020.018,PRL,7,8/28/2020,0.729166667,241.00,8,2020,1,,,"MEA, NSL",
SIC.PRL.2020.019,PRL,7,8/28/2020,0.756944444,241.00,8,2020,2,,,"MEA, NSL",
SIC.PRL.2020.020,PRL,7,8/29/2020,0.618055556,242.00,8,2020,1,,,"MEA, NSL",
SIC.PRL.2020.021,PRL,7,8/29/2020,0.645833333,242.00,8,2020,2,,,"MEA, NSL",
SIC.PRL.2020.022,PRL,7,8/29/2020,0.666666667,242.00,8,2020,3,,,"MEA, NSL",
SIC.PRL.2021.001,PRL,MWT.PRL.1B,6/10/2021,,161.00,6,2021,1,,,"MEA, NSL",
SIC.PRL.2021.002,PRL,WCS.PRL.001,6/20/2021,,171.00,6,2021,1,,,"MEA ,DW, MVM",
SIC.PRL.2021.003,PRL,MWT.PRL.3B,6/23/2021,0.365277778,174.00,6,2021,3,,,"MEA ,DW, MVM",
SIC.PRL.2021.004,PRL,MWT.PRL.3B,6/23/2021,0.369444444,174.00,6,2021,4,,,"MEA ,DW, MVM",
SIC.PRL.2021.005,PRL,MWT.PRL.3B,6/23/2021,0.388194444,174.00,6,2021,5,,,"MEA ,DW, MVM",
SIC.PRL.2021.006,PRL,MWT.PRL.2B,6/23/2021,0.509027778,174.00,6,2021,1,,,"MEA ,DW, MVM",
SIC.PRL.2021.007,PRL,MWT.PRL.2B,6/23/2021,0.545833333,174.00,6,2021,2,,,"MEA ,DW, MVM",
SIC.PRL.2021.008,PRL,MWT.PRL.1B,6/30/2021,0.545138889,181.00,6,2021,1,,,"MEA ,DW, MVM",
SIC.PRL.2021.009,PRL,MWT.PRL.3B,7/1/2021,0.568055556,182.00,7,2021,1,,,"MEA ,DW, MVM",
SIC.PRL.2021.010,PRL,MWT.PRL.3B,7/1/2021,0.568055556,182.00,7,2021,3,,,"MEA ,DW, MVM",
SIC.PRL.2021.011,PRL,MWT.PRL.3B,7/1/2021,0.568055556,182.00,7,2021,2,,,"MEA ,DW, MVM",
SIC.PRL.2021.012,PRL,,7/27/2021,0.397916667,208.00,7,2021,1,,0,,
SIC.PRL.2021.013,PRL,MWT.PRL.1B,8/10/2021,,222.00,8,2021,1,,,"MEA ,NSL",
SIC.PRL.2021.014,PRL,MWT.PRL.1B,8/10/2021,,222.00,8,2021,2,,,"MEA ,NSL",
SIC.PRL.2021.015,PRL,MWT.PRL.3B,8/10/2021,,222.00,8,2021,3,,,"MEA ,NSL",
SIC.PRL.2021.016,PRL,MWT.PRL.2B,8/10/2021,,222.00,8,2021,4,,,"MEA ,NSL",
SIC.PRL.2021.017,PRL,MWT.PRL.2B,8/10/2021,0.379166667,222.00,8,2021,5,,,"MEA, DW",
SIC.PRL.2021.018,PRL,MWT.PRL.3A,8/10/2021,0.397916667,222.00,8,2021,6,,,"MEA, DW",
SIC.PRL.2021.019,PRL,,8/11/2021,0.489583333,223.00,8,2021,1,,,"MEA, DW",
SIC.PRL.2021.020,PRL,MWT.PRL.3B,8/11/2021,0.425,223.00,8,2021,2,,,"MEA, DW",
SIC.PRL.2021.021,PRL,MWT.PRL.1A,8/11/2021,0.506944444,223.00,8,2021,3,,,"MEA, DW",
SIC.PRL.2021.022,PRL,MWT.PRL.1B,8/11/2021,0.513888889,223.00,8,2021,4,,,"MEA, DW",
SIC.PRL.2021.023,PRL,MWT.PRL.1A,8/12/2021,0.715277778,224.00,8,2021,1,,,"MEA, DW",
SIC.PRL.2021.024,PRL,WCS.PRL.001,8/20/2021,,232.00,8,2021,1,,,"MEA, DW",
SIC.PRL.2021.025,PRL,TPN.PRL.002,10/8/2021,0.411111111,281.00,10,2021,1,,,"EAB, KJJ",
SIC.PRL.2021.026,PRL,TPN.PRL.001,10/8/2021,0.439583333,281.00,10,2021,2,,,"EAB, KJJ",
SIC.PRL.2021.027,PRL,,10/8/2021,,281.00,10,2021,,,,,
SIC.PRL.2021.028,PRL,,10/8/2021,,281.00,10,2021,,,,,
SIC.PRL.2021.029,PRL,,10/8/2021,,281.00,10,2021,,,,,
SIC.PRL.2021.030,PRL,MWT.PRL.3B,10/10/2021,0.708333333,283.00,10,2021,1,,,"MEA, NSL",
SIC.PRL.2021.031,PRL,MWT.PRL.3B,10/10/2021,0.708333333,283.00,10,2021,2,,,"MEA, NSL",
SIC.PRL.2021.032,PRL,,11/5/2021,,309.00,11,2021,,,,,
SIC.PRL.2021.033,PRL,,11/9/2021,,313.00,11,2021,1,,0,,
SIC.PRL.2022.001,PRL,,9/27/2022,,270.00,9,2022,1,,5,SFJ,
SIC.RKL.2001.001,RKL,,7/25/2001,,206.00,7,2001,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2003.001,RKL,,7/24/2003,,205.00,7,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2003.002,RKL,,8/11/2003,,223.00,8,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2003.003,RKL,,8/26/2003,,238.00,8,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2005.001,RKL,,7/11/2005,0.482638889,192.00,7,2005,1,23.6,,"DCJ,MAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2009.001,RKL,,6/9/2009,0.5,160.00,6,2009,1,17.3,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2009.002,RKL,,6/24/2009,0.541666667,175.00,6,2009,1,22,,DCJ,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2009.003,RKL,,9/3/2009,0.5,246.00,9,2009,1,20.7,,"DCJ,JAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.RKL.2021.001,RKL,,8/8/2021,0.522916667,220.00,8,2021,1,,0,,
SIC.RKL.2021.002,RKL,,10/14/2021,,287.00,10,2021,,,,,
SIC.RKL.2021.003,RKL,,10/14/2021,,287.00,10,2021,,,,,
SIC.RKL.2021.004,RKL,,10/14/2021,,287.00,10,2021,,,,,
SIC.RKL.2021.005,RKL,,10/14/2021,,287.00,10,2021,,,,,
SIC.RKL.2021.006,RKL,,10/14/2021,,287.00,10,2021,,,,,
SIC.RKL.2021.007,RKL,,10/14/2021,,287.00,10,2021,,,,,
SIC.RKL.2022.001,RKL,,10/13/2022,,286.00,10,2022,1,,0,KJJ,
SIC.RKP.2021.001,RKP,,7/26/2021,0.456944444,207.00,7,2021,1,,0,,
SIC.RKP.2021.002,RKP,,11/1/2021,,305.00,11,2021,,,,,
SIC.RKP.2021.003,RKP,,11/1/2021,,305.00,11,2021,,,,,
SIC.RKP.2021.004,RKP,,11/1/2021,,305.00,11,2021,,,,,
SIC.RKP.2021.005,RKP,,11/1/2021,,305.00,11,2021,,,,,
SIC.RKP.2021.006,RKP,,11/9/2021,,313.00,11,2021,,,,,
SIC.RKP.2021.007,RKP,,11/9/2021,,313.00,11,2021,,,,,
SIC.RKP.2022.001,RKP,,9/29/2022,,272.00,9,2022,1,,6,NA,
SIC.SBL.2002.001,SBL,,7/11/2002,,192.00,7,2002,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2002.002,SBL,,7/12/2002,,193.00,7,2002,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.001,SBL,,5/13/2003,,133.00,5,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.002,SBL,,6/4/2003,,155.00,6,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.003,SBL,,7/6/2003,,187.00,7,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.004,SBL,,8/6/2003,,218.00,8,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.005,SBL,,8/6/2003,,218.00,8,2003,2,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.006,SBL,,8/6/2003,,218.00,8,2003,3,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2003.007,SBL,,8/18/2003,,230.00,8,2003,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.001,SBL,,7/13/2004,,195.00,7,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.002,SBL,,8/3/2004,,216.00,8,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.003,SBL,,8/12/2004,,225.00,8,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2004.004,SBL,,9/2/2004,,246.00,9,2004,1,,,,"Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2005.001,SBL,,6/23/2005,0.541666667,174.00,6,2005,1,20,,"TJT,AJD","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2005.002,SBL,,7/12/2005,0.416666667,193.00,7,2005,1,24,,"JMR,AJD","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2005.003,SBL,,7/25/2005,,206.00,7,2005,1,25,,"JMR,MAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2005.004,SBL,,8/9/2005,0.375,221.00,8,2005,1,25.7,,"JMR,MAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2005.005,SBL,,8/29/2005,0.543055556,241.00,8,2005,1,22,,"TJT,MAC","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.001,SBL,1,6/8/2006,0.517361111,159.00,6,2006,1,15.5,,"EVC, EBR","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.002,SBL,1,6/27/2006,0.604166667,178.00,6,2006,1,20.5,,"EVC,CEK","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.003,SBL,1,7/6/2006,0.458333333,187.00,7,2006,1,19,,"EVC,EBR","Added from ""SIC ALL WATERS 2.24.16"""
SIC.SBL.2006.004,SBL,1,7/21/2006,0.538194444,202.00,7,2006,1,24,,"EVC,EBR","Added from ""SIC ALL WATERS 2.24.16"""
